,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.328125,0.046875,0.015625,0.078125,0.03125,0.015625,0.0,0.0,0.0,0.0,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.015625,0.0
1,0.015625,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.03125,0.0,0.015625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02083333333333337
