,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,0.976106105589941,1.1621476123138061,0.9049366037334021,0.7691300317136415,0.673225090235231,0.737114773892548,0.71438241139939,0.6082861607710067,0.5550563313927172,0.6704681103906536,0.39486176851559396,0.5907389419553729,0.563807794823913,0.5885678843697583,0.6164612609834463,0.5690039644895653,0.44400890881088073,0.38418502410815414,0.37273220347231006,0.4347625810930641,0.40060873793605856,0.414734889158959,0.7749740462736296,0.6565107537213709,0.48209913286528905,0.5996820826801365,0.46652392113180474,0.6457705389875765,0.6799441332213206,0.5577767771714723,0.6830743366138643,0.6360021468395914,0.587312360638706,0.6513579666186959,0.650457848717904,0.6931858664395527,0.647310926777892,0.6891401455735499,0.6723952416742166,0.596479156396479,0.8083121950990328
