,0,1,2,3,4,5,6,7,8,9
0,0.29166666666666663,0.5,0.20833333333333337,0.375,0.20833333333333337,0.08333333333333337,0.04166666666666663,0.20833333333333337,0.20833333333333337,0.04166666666666663
