,0,1,2,3,4,5,6,7,8,9
0,0.8736504188588544,1.0665814740618909,0.5017043367987948,0.8931988546480806,0.5424256331804093,0.20513827397130835,0.11655239588791867,1.1003207075521166,0.5947598274808588,0.13309362311906367
