,0,1,2
0,0.30078125,0.28125,0.2421875
1,0.21484375,0.28125,0.23046875
2,0.2265625,0.26171875,0.19921875
3,0.203125,0.20703125,0.203125
4,0.19921875,0.21875,0.1796875
