,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,1.0199940798907785,0.9980652335123564,0.9890406177043909,0.9462974659296979,0.8717419809245317,0.8452178930116911,0.8706814239077315,0.7019516998786774,0.6862902662857309,0.7905554949153442,0.6616409911655481,0.6379734136654629,0.471070552077158,0.7443483923435317,0.5151744163235412,0.24404526592995446
1,0.6050740929885814,0.3110233338140606,0.48818915102246724,0.49739019553153513,0.3187223856809016,0.5092136425462064,0.24483742476097992,0.41508264788713295,0.5423589661834507,0.567769097942872,0.5906819279446709,0.6240165960968934,0.4221631885536806,0.38913003467431784,0.45083835941242995,0.5242297789603717
2,0.5291710899854496,0.3835209913274522,0.19042076611040704,0.34501440390495586,0.4373653093647518,0.265278513308154,0.3570665178689265,0.32730288284741527,0.293625231403703,0.28268351800230707,0.29615691740545036,0.10334798605456968,0.27527541652914483,0.2766393604314911,0.34666781839149174,0.12746894062824768
3,0.33506940069581514,0.2568703198507344,0.18755139288007153,0.2490388922658768,0.14235041739557064,0.08335221693110438,0.24637964203158355,0.1868050954033898,0.1695105260908151,0.13641622744346565,0.03400064224243258,0.45363251432496493,0.2707265499878143,0.1913847018110824,0.17629187706943605,0.16945971542362367
4,0.09119005134542654,0.12869628075700143,0.2563150153782282,0.24571766457622501,0.16177566586850844,0.15935544283440964,0.24288686928108133,0.1666739025030916,0.008739210286735834,0.2723323091840924,0.20310993856811263,0.2631086090842543,0.0071787140389234574,0.12380623175642663,0.38415381304278795,0.18362199989761901
5,0.0059038622396178075,0.1197207726088974,0.006430324309534982,0.23991572457595428,0.23350677705853745,0.019723667269033525,0.39150824792522987,0.174089190422783,0.2091633952713483,0.2089296571066402,0.22969359937444703,0.037730198118172124,0.36789215607910597,0.2115265303455483,0.27521507119427396,0.04467248578567899
6,0.07987496617544973,0.01783267472506607,0.13572135856724468,0.06952774877429899,0.3032429108702938,0.21573195402398582,0.40996300160154286,0.1702376994300666,0.14503248673541702,0.2207354729709063,0.12469925853697347,0.03753896348003921,0.3092415943970011,0.2390854059007459,0.18613985803828764,0.04345940814477155
7,0.14352164089175806,0.27828842297668965,0.24864595286934119,0.2720751862221621,0.11547715553155592,0.06951685366665021,0.13121004103149037,0.0027537959524074618,0.1056637968169629,0.26442499974563305,0.19125668638062757,0.13641882696922994,0.15358124225047978,0.05363412942405638,0.2808249915728248,0.22267928408307405
8,0.1299453594630943,0.05692222225534864,0.12808062196322867,0.25767646233283714,0.16286721501060553,0.0573772477611697,0.07797051361136545,0.13977305861665623,0.22727257359079645,0.296035816865993,0.025370435477190617,0.08871285031630363,0.07949384219264939,0.3111875144832388,0.1955839396625102,0.2773578696301801
9,0.1317426184698596,0.17674166625579696,0.09870045117735882,0.24754828785610172,0.0,0.19691068032833384,0.13714610152386109,0.14086640436650266,0.027418031890446143,0.11226377053876822,0.07293962965724214,0.25587204302156774,0.2201244285115705,0.16396267882801385,0.3248746069342783,0.10978141461001673
10,0.016880052070037635,0.2384503472112458,0.0,0.0,0.05828140858353437,0.2596449582872938,0.008015122488568366,0.23928099180147058,0.0,0.3830505615593241,0.3162598669855109,0.10002547545296664,0.2589975456054593,0.07593875653700151,0.29978048230465054,0.08659790105799162
11,0.11242859173404544,0.0,0.09207655748863301,0.09716334040841623,0.2858406389700559,0.10482815971157383,0.10130927669660929,0.2666200238056155,0.006781473342448788,0.3313576701261397,0.026675809957108693,0.07772324240016437,0.25438583919220614,0.12824084664126795,0.26455379541795837,0.1282757743427675
12,0.10889180013632793,0.04069901770309496,0.02365989835214824,0.07500878847253264,0.17087561878732416,0.2769028817425043,0.14875698719681796,0.0003560669469403685,0.10175708760675903,0.32347376456760524,0.0,0.24627421528433205,0.17267681960104625,0.21357952149018586,0.0,0.31234925334147895
