,0
0,[0]
1,"[0.5, 0.375, 0.5625, 0.5, 0.4375, 0.5625, 0.5625, 0.25, 0.4375, 0.4375, 0.5625, 0.75]"
2,"[0.375, 0.375, 0.375, 0.4375, 0.375, 0.4375, 0.375, 0.375, 0.1875, 0.25, 0.375, 0.5]"
3,"[0.375, 0.3125, 0.625, 0.625, 0.4375, 0.1875, 0.375, 0.5, 0.5, 0.4375, 0.4375, 0.5]"
4,"[0.5, 0.4375, 0.125, 0.25, 0.0, 0.5, 0.5625, 0.625, 0.125, 0.1875, 0.125, 0.25]"
5,"[0.0625, 0.0, 0.375, 0.3125, 0.25, 0.5625, 0.375, 0.5625, 0.625, 0.4375, 0.5625, 0.0]"
6,"[0.25, 0.25, 0.625, 0.4375, 0.625, 0.25, 0.0, 0.0, 0.125, 0.0, 0.0, 0.0]"
