,0
0,[0]
1,"[1.5089379581967817, 1.036934745312812, 1.4361115122231651, 1.1272469609812474, 0.9757655610922665, 1.1616111737612855, 1.1144245794748664, 0.9275895652343197, 0.8923586008610647, 0.9222609595505336, 1.1612744317344434, 1.5174515039093426]"
2,"[0.8648485622161255, 0.7770478805355613, 0.8063479194019996, 0.852826987773509, 0.7122065393173415, 0.8752023074037928, 0.7806193926460521, 0.9269547861004795, 0.7906217298312859, 0.7596686591142031, 0.8017039815673244, 0.7592938749813805]"
3,"[0.7113290616225547, 0.5510625319151805, 1.0942753232290003, 1.0277288343749156, 0.8151010010174361, 0.6740407157333117, 0.730457283697, 0.7489260345649357, 0.7779853224076844, 0.8156585730062385, 0.8527331652611525, 0.7576264774383462]"
4,"[0.8183046031599859, 0.7877037617374478, 0.6017469826020961, 0.7167248024044763, 0.4279712770165843, 0.9230676472262618, 0.8292266256387472, 0.9619076531156899, 0.45354990670061035, 0.5567089241941952, 0.47775904547976233, 0.5373896138859695]"
5,"[0.45706834421018044, 0.33236952925275204, 0.7622978628196727, 0.6665307708398318, 0.5394465550144614, 0.9862138386883702, 0.6709424314152065, 1.0139342730067706, 1.1308162502350096, 0.7857966665993338, 1.0153669765958695, 0.0018347373713394261]"
6,"[0.4296894605624778, 0.41493010786551965, 1.0038157790144306, 0.6657238449579933, 0.8968606931823563, 0.6101482601577801, 0.25665708169553925, 0.3092149367650035, 0.5093747535770745, 0.4116084604112745, 0.3002324274175542, 0.3917777252465322]"
