,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,1.050730530671381,0.9267657890004147,1.0240254596937022,0.938898834985173,0.977733243554339,0.9151580932363261,0.882310897249016,0.8578643513113192,0.7998182979861275,0.7416057632122239,0.6437110567792663,0.6956547846992716,0.6486967681840226,0.4900365949412458,0.5105424247405139,0.8549878213460401
1,0.42257434712617836,0.6365874575823307,0.6085604238493025,0.6895076921468226,0.6678674230734696,0.41390009903946945,0.34855017732016474,0.4725378519670443,0.1684211218835861,0.682417915161426,0.5416508247544131,0.32316120922885727,0.3882038563079932,0.24222508079460747,0.5756930334651564,0.1770165062789788
2,0.19674611525876387,0.6912596950018852,0.23083292279745768,0.4980260554717729,0.32726246602687337,0.2633125068404053,0.29684792548433997,0.16969888233670716,0.2646330695210648,0.34545797232400355,0.2944747504434245,0.5388329232459754,0.37909127333688575,0.1158694715972329,0.2795520392740432,0.15428878816483718
3,0.48698503619384426,0.11548697935489029,0.17171647669295959,0.2411381220130958,0.14039227386313438,0.28950485223674755,0.35745436565449673,0.05391317691129445,0.1835181063537626,0.15515585544197513,0.27330562717344487,0.23449999521667658,0.1125247794878843,0.16722492118953894,0.13728629295205427,0.11599542089216429
4,0.12636752228112935,0.09559644251820583,0.16497966456673366,0.1391145421999711,0.1654254776944652,0.4823416830743915,0.19714728592809597,0.04960780853008444,0.30066857014639875,0.11812331995940514,0.06691025344450914,0.03101378654778872,0.01509959721048653,0.2509102840926165,0.31313389760238436,0.13078920854956724
5,0.10547653718013957,0.1407562943460054,0.010686633269244517,0.24653062163801576,0.1313555223006782,0.09041265130426313,0.38084706484868025,0.22369653510785042,0.24275455799376477,0.1927445593676143,0.3349938955839672,0.008083716973630292,0.1774722948718265,0.010278818267697207,0.047784425857647625,0.14469453447345348
6,0.03922468007510199,0.03679348947140393,0.40027476426299,0.021404038281773695,0.3532248426417556,0.0,0.1782466202610851,0.23749693431648763,0.11515247615437851,0.0978404318833268,0.2899907233124526,0.10121968754177152,0.1931127905113566,0.13893897073081685,0.0214026995787705,0.13580625418021
7,0.11693364362522829,0.07809656222856765,0.15725683375508115,0.028138378400558883,0.33747635100428414,0.023332711863897557,0.056102668263139054,0.12860776669637802,0.021353578016718333,0.07448266539112137,0.16779687168313362,0.01181318471805752,0.3008326694486758,0.1802606872856152,0.41849546150302214,0.18194238487774145
8,0.269485089337877,0.11972515889957008,0.14522027441811167,0.1723351828010954,0.11860597874589315,0.02816816482532973,0.23059264151656814,0.008374300919619215,0.15381026242256252,0.11884193468501592,0.010652651680779744,0.14812969892651814,0.20461926938669114,0.10090316098199245,0.18485889021880525,0.16667926862915505
9,0.21731615180689784,0.06899351277996515,0.10301374864748279,0.10581251641210983,0.07407696960613525,0.12759236598246254,0.2379936745142457,0.2458943870670605,0.12718114505230377,0.22491344763259707,0.1803307149637639,0.06186658525365332,0.16379081882682595,0.08686442462043875,0.039651831070370416,0.005362695840840788
10,0.0,0.14573635723950779,0.19665552199219793,0.14530285182629415,0.18181670827916802,0.10564294657024059,0.1122796017662887,0.1472768829090083,0.049326266027708454,0.1384399346199991,0.13456182711059295,0.09332395946052321,0.14136757995370713,0.2705967365971139,0.12321507734614148,0.0
11,0.19842148717591643,0.11214648999000011,0.1768910387660108,0.08106832242890386,0.08513559317238222,0.0,0.10861010624484492,0.11282363321690808,0.08926925791681573,0.22001615696472013,0.22516544619214302,0.14443948885345242,0.06973961084855697,0.160868584720688,0.139001278454553,0.0
12,0.04160658273021869,0.20714811054831456,0.00991044454060358,0.0,0.0997685061804658,0.29863006339654463,0.06170533110635949,0.017841434041899043,0.0,0.19796963547129826,0.4231788201842763,0.31467189960282377,0.017195423382180906,0.1327537024221707,0.06981234086138066,0.01471827046702885
