,0
0,0.9193937760151104
1,0.8926386351476836
2,0.8370735206066114
3,0.764733395827215
4,0.6921038931303289
5,0.9999995154878201
6,0.9534271142841574
7,0.9349418354977826
8,0.8681866485419303
9,0.6583900411570889
10,0.681242878247643
11,0.6484925114334964
12,0.6361254239888203
13,0.6264477051803762
14,0.6233122298719123
15,0.6194041178945027
16,0.61779350084563
17,0.6154045407950416
18,0.612516379124081
19,0.612184659513652
20,0.6128184146797676
21,0.6115572174032127
22,0.6116020582503164
23,0.6112849301807549
24,0.6106647482509564
25,0.6106330323804614
26,0.6103188285019621
27,0.6100714435122923
28,0.6098815254784369
29,0.6097336385072465
30,0.6099460869366136
31,0.609742967148186
32,0.6096721093843332
33,0.6096166723081278
34,0.6100403582096388
35,0.6100053252898746
