,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.640504423901735,0.7868625064027397,0.6664470082021494,0.7246917520448162,0.9073554522770746,0.7497395212466068,0.8220289680703309,0.6639185772890532,0.8169346168258549,0.7000154318452877,0.5564933579031393,0.7754784415075221,0.6410278600891435,0.7490764456408778,0.6804135737274928,0.7048994556397821,0.7432655109716688,0.9244833739169136,0.7693374342837145,0.6275505759610636,0.5758884953672961,0.7201061134880594,0.7549829321872858,0.5635497816841147
1,0.6055233828472146,0.7412925586284206,0.6816628648026763,0.6181059264518559,0.7180736833099837,0.8198815128424426,0.6479135007359701,0.5607871027329454,0.6307584589568828,0.6244801844617036,0.7127796713720639,0.6440005805570774,0.6311549456783302,0.5951541882992737,0.6652460190189383,0.6383646582719082,0.6753997500441212,0.6083921552451115,0.6974240839626298,0.6243894036331517,0.7171516735229059,0.6602800817470228,0.5847624712098419,0.7072160135711059
2,0.5985861432639928,0.5679966074030554,0.6345169407590918,0.6714902895739061,0.8295958221343779,0.6878842637837701,0.7759834114168545,0.5688488310098301,0.6890836834633799,0.7355200633271382,0.6427128842170597,0.6720598047935722,0.7040754928451783,0.6281379923773248,0.5153428151331967,0.7385219549001423,0.6105320185864431,0.7689850399385801,0.45912481408635997,0.6840926880706093,0.6302882542721941,0.8501595691207955,0.578208344024782,0.5885548503057649
3,0.4708465563957538,0.7816311596457889,0.6155498860517317,0.8536519602996838,0.6024116708406055,0.5045424439257867,0.5992503487660796,0.632703780172093,0.423163027249724,0.7047773852117059,0.7031615944719267,0.7208841051230515,0.5405242320258803,0.752527134412601,0.6922284968653869,0.7391580792481232,0.6336725862618015,0.6897418241599522,0.6705845098471349,0.7702212801463587,0.8711087819837597,0.5354019578484136,0.6082236470699276,0.7672962776584985
4,0.7796102112637618,0.646447960524592,0.8202774694262479,0.4182404409737387,0.6853078271077035,0.5584254639183525,0.6712961870143993,0.5716271728307712,0.7806306996384007,0.5072944742049277,0.6287995556242655,0.7850441412165692,0.5190808394183642,0.6120406262171352,0.6625440185018946,0.7282075146267111,0.560505061076509,0.6273888068364297,0.6731135142568715,0.7782384455032166,0.7398867682953985,0.74152013100781,0.5899016981572675,0.6029708958264679
5,0.6036403951280478,0.5136717271020366,0.7044943123630333,0.6578511397865943,0.6442025643403136,0.7814628870261107,0.6902499435443978,0.8223649668404293,0.6347494967015904,0.5739257696801868,0.6095562248145194,0.683130781762931,0.7779716194973619,0.7668485501080924,0.6403826174137169,0.7063533539287965,0.6282841401500973,0.8488193544464602,0.7028408105852534,0.36666182196781516,0.6250233371793095,0.7422472205590761,0.507183188947893,0.5779225849940737
6,0.5068928529351049,0.6405317359636211,0.6811771104487647,0.6035939157374495,0.7721763454908204,0.7626581380700653,0.6261385350228869,0.663916325838227,0.7245861943335532,0.5337777276232337,0.4787807101941526,0.8111902338885897,0.7523887731116539,0.5379883810265372,0.5885774032781466,0.7276968041942093,0.5633089998323382,0.6836083442512957,0.7657561883046102,0.7158584300408809,0.659929629978019,0.6486264522982554,0.6070862766560707,0.5989492714826866
7,0.6787863416487832,0.5630030373189365,0.7536106478196262,0.771471124572254,0.6193001498565415,0.6639618737363677,0.5736977772217343,0.6759582086563619,0.8261485260734752,0.5819165124716005,0.42579795137046594,0.4694575762652634,0.5893020962727042,0.7976030080587817,0.6264602419879111,0.5832688181169677,0.5242898857197013,0.7087403455378838,0.7134758134517248,0.6909019319043026,0.7721133790806307,0.6972854822532345,0.6125292316359725,0.7866159845610449
8,0.6946776991993638,0.6775239184695154,0.6651077516220991,0.696409836188015,0.6620945005084772,0.7099145223698871,0.45492308466878534,0.6872919664210768,0.8430176509202307,0.6595209017497975,0.6756279101485683,0.5927429408642838,0.6979695099842607,0.6231691981484917,0.5280553540162238,0.5685691217271782,0.5543556655746502,0.6452913232858104,0.6189654314159493,0.6998190468308729,0.6947782790981336,0.7133091474688241,0.6822553739730666,0.5684882353090962
9,0.5434725525782124,0.8057212939875219,0.772883002294186,0.6558100194492696,0.6607647865978019,0.6521493488911624,0.5648140284843834,0.7667191490021256,0.6598771468062148,0.6756955000179173,0.7331985084336187,0.5236000105315556,0.5495063834381098,0.6392060713564952,0.7784455898901823,0.6618388784206349,0.6147101324298445,0.4468350110310457,0.6325582425962193,0.6706648335261822,0.743121818533179,0.6015353579768491,0.6975890833814108,0.7727638571981678
