,0
0,[0]
1,"[1.2968287468589565, 1.1379291619252365, 1.396868394015139, 1.2884497528130092, 1.0301308946023937, 1.1744673187515615, 1.1456371523820752, 0.69606075783939, 0.8447293113326309, 0.8178814934420664, 0.8746111320198862, 1.053602526054964]"
2,"[0.5400570545967828, 0.5533074009220662, 0.4849597926241311, 0.5607733371900778, 0.4712319622673073, 0.4742402606979812, 0.5008386834279367, 0.7326495369341472, 0.34606551995407825, 0.3593557981526252, 0.3705683822813378, 0.2452256384977201]"
