,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,1.0167838280958241,0.7625079868931395,0.7502089128864642,0.8659553076919686,0.7473838265693924,0.7673447138993383,0.6119234175788865,0.46339894201857024,0.5667289128937115,0.5126779809754488,0.4173703546753137,0.4721876166455448,0.46043412935235095,0.579997342672332,0.5720606536702125,0.49823115948008545,0.44069228919228576,0.6594229871459691,0.6719346526107683,0.8000879298156043,0.5634801547363888,0.62453666083024,0.616603624741879,0.6203544517140382,0.6872874902663016,0.9289062365664427,0.628546247120953,0.6766561357957008,0.8855974958808763,0.7003396189594274,0.6912828342910844,0.6490903012995941,0.6223807796608389,0.863131114466152
