,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,0.46875,0.3515625,0.3125,0.296875,0.265625,0.21875,0.1953125,0.265625,0.2578125,0.2265625,0.25,0.1640625,0.21875,0.265625,0.2578125,0.1953125,0.1953125,0.3046875,0.1640625,0.140625,0.1796875,0.171875,0.1796875,0.1640625,0.1484375,0.15625,0.2421875,0.1484375,0.1328125,0.1640625,0.1953125,0.1484375,0.140625,0.13636363636363635
