,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.9528333129315866,1.1675730986551376,0.877090046480506,0.9034111232938471,1.0337049628666575,1.016162214796856,0.9546312184374293,0.8467297769169088,0.9835606577687703,0.9296103654327326,0.8115108856643195,0.9364936258355606,0.8747667170564438,1.0234029951627441,0.8607755413752083,0.9463697494833461,0.9534838605853126,1.1169962609816146,0.9386630600394258,0.8596066721442032,0.8024082809763645,0.8832920556317582,0.9208445961171353,0.745115754899536
