,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.8125,0.375,0.25,0.25,0.25,0.4375,0.1875,0.4375,0.375,0.5,0.25,0.1875,0.125,0.0,0.125,0.15384615384615385
1,0.125,0.1875,0.0625,0.0,0.0,0.0625,0.375,0.1875,0.0625,0.0625,0.0625,0.0625,0.0625,0.0625,0.0,0.07692307692307687
