,0
0,-0.053175508025906745
1,-0.0743333504678183
2,0.104346233567784
3,-0.060418053669481386
4,-0.03821139479850968
5,-0.16432291936227625
6,-0.029907060071350324
7,-0.0010050420163909817
8,-0.03389830788193049
9,-0.022210993045317883
10,-0.09996658260792067
11,-0.00942231007063295
12,-0.10434585491142878
13,0.05520764140259989
14,-0.008316517208495706
15,0.002263126444012448
16,-0.003766563030801182
17,-0.022195278167122117
18,-0.002625811476470213
19,-0.026440012396925158
20,-0.026443602649579786
21,-0.005374486834010463
22,-0.02552575541072172
23,0.07895649752016745
24,-0.025860433364723316
25,0.026740388312001834
26,0.0017352801104731357
27,-0.05076811684583975
28,0.04469782531167955
29,-0.013465320055583313
30,-0.004778133773294021
31,-0.004010122862129418
32,-0.01402137000429148
33,-0.00412855798656484
34,-0.0032448413202084726
35,-0.04982757149684512
36,0.05454558218541711
37,-0.003966448423591268
38,-0.002580828633054189
39,-0.049561153737961536
40,-0.016097872014373158
41,-0.004937886155805904
42,-0.008349883994144536
43,-0.005760070984394575
44,-0.15967473703280924
45,-0.03665327437310969
46,-0.0036028479280765797
47,0.0011501974109982887
48,0.0479797690805078
49,0.025525796308245266
50,0.01013507679970785
51,0.0019617787190513423
52,-0.06580471188250396
53,-0.012947840899671879
54,-0.033425426807623594
55,-0.10923472507575777
56,-0.004406995999208093
57,0.013126368123369184
58,0.0026086603526397885
59,-0.030184999567204357
60,0.0103421317290591
61,0.007925291494924599
62,-0.023174530192597013
63,-0.07705820051773092
64,-0.05154947315922282
65,-0.14576854221529678
66,0.09746175601149693
67,-0.02540624820363081
68,-0.007889210585958763
69,0.05641490038318883
70,0.06481079431652771
71,0.005749989037100578
72,-0.24994300296124033
73,0.08699152385314454
74,0.013799553535511936
75,0.018678452661356173
76,-0.03550084779665306
77,-0.027277834682605893
78,-0.05844222450446467
79,0.006613785736322225
80,0.08023715451014156
81,0.08821167636599758
82,-0.05513191025953027
83,-0.07989389544984479
84,0.11142883108195381
85,-0.08477295770740093
86,-0.04858490454166603
87,-0.17006072227729555
88,-0.03900350360709474
89,-0.0010047389104150253
90,-0.039290117033977855
91,-0.04897536864015159
92,-0.11585453447807974
93,-0.00942200540386281
94,-0.11142844065352595
95,0.06718770771954452
96,-0.008315491978406114
97,0.0022659795325153482
98,-0.003769380233406555
99,0.17621201331618502
100,-0.0026284303205969745
101,0.034685006976481296
102,-0.05067982329272697
103,-0.005682756454514323
104,0.004970142312157195
105,0.0679901603670845
106,-0.021635497223820816
107,0.04370880028526212
108,0.001751868440395232
109,0.030180500510283665
110,0.07976619613215785
111,-0.05486834452310494
112,-0.004777906520905149
113,-0.004009830190945686
114,-0.04141919547578823
115,-0.0041311159877311715
116,-0.003247894808519083
117,-0.0523932210693595
118,0.09298325108554277
119,-0.0039120238120922465
120,-0.002589325412341859
121,-0.05285260291334581
122,-0.032487460036470746
123,-0.002355134971583647
124,-0.00837200154247594
125,-0.0058099125258591735
126,-0.17509899783770233
127,-0.037970535335565464
128,-0.003602223173621473
129,0.021359500817385753
130,0.05218860863601603
131,-0.004970110184112808
132,0.009508168845669983
133,0.001965156121238583
134,-0.07360147656071633
135,-0.013441050367034142
136,0.01325843657066535
137,-0.09917031137077252
138,-0.0033865885969308488
139,0.02123997326886927
140,0.002609009211843381
141,0.07463987416612253
142,-0.2930315054414565
143,-0.24267561060518134
144,-0.3416718326794466
145,-0.18558088374824738
146,0.03819319981931408
147,0.03233757835637614
148,0.08587225289652367
149,0.11217461584280387
150,-0.020020301853845582
151,0.19601783970281877
152,-0.2103241008825163
153,-0.14457924567416205
154,-0.07156446303417303
155,0.030804751031790614
156,0.0658927128586765
157,0.07428087347541225
158,0.12012025197005656
159,-0.027277834682605893
160,-0.17975609938316828
161,0.00047670567524656934
162,0.09190339214075886
