,0
0,0.0
1,0.0
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.0
14,0.0
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,0.0
27,0.0
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.0
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,0.0
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.0
59,0.0
60,0.0
61,0.0
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,0.0
75,0.0
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,-0.03163456175429668
83,0.048882915775475044
84,-0.07017368677479574
85,-0.04302169364239601
86,0.06038690116644368
87,-0.06239929469276593
88,-0.0430207255585158
89,-0.001000035586927394
90,0.011185511720188692
91,0.01532571992858422
92,-0.11991126547865028
93,-0.00942082268213589
94,0.07017377535944012
95,-0.06630711423328765
96,-0.008310138202286566
97,0.0022761034238686618
98,-0.0037722676598061274
99,-0.06565550579342845
100,-0.002629256131750924
101,-0.03377029198535742
102,0.010104526880961104
103,-0.006276651678631312
104,0.18995192259735003
105,-0.0607311558078168
106,-0.025287858482584663
107,0.05876142380992859
108,0.000576106175886205
109,0.046075196787903325
110,-0.0150787244214595
111,-0.12302160433018935
112,-0.004776522833580699
113,-0.004013785481278438
114,-0.003358814215126539
115,-0.004132702929351752
116,-0.003251628009752054
117,0.07322248019047617
118,-0.03708736816891267
119,-0.003975853774012824
120,-0.0025774438317763336
121,0.1462352702576293
122,-0.0601487879815881
123,0.001982316843661798
124,-0.008540516196429485
125,-0.005597570535543588
126,-0.025125767383741095
127,0.010069323725165816
128,-0.003609157245557487
129,-0.03433489524433825
130,-0.06425629292071086
131,-0.18995194366314444
132,0.04887798835924894
133,0.001977311664714855
134,0.13492592172631448
135,-0.009762243006600259
136,0.06549757392924159
137,-0.001612594523782006
138,-0.0026590015071453624
139,0.04164224632340254
140,0.0026133606312225394
141,0.09269270409806571
142,0.026535422075332857
143,0.05661645248638909
144,-0.001837879697625754
145,0.09498910332606687
146,-0.06353707161531422
147,0.035912635648464426
148,-0.1343283062879649
149,-0.07850666815142215
150,-0.010824069554081092
151,-0.041307157140552136
152,-0.016107955496924176
153,-0.14457924567416205
154,0.13654383354740546
155,0.22494657665098652
156,-0.09539112435071462
157,-0.0924011119075144
158,-0.04226698256911869
159,-0.0077576400511882825
160,0.03321714762611139
161,-0.025186393214428254
162,-0.14142136047158707
163,-0.1533524041888112
164,-0.06934052850170516
165,0.09594005136720678
166,0.09564351514984712
167,-0.0415562289075949
168,0.12057854382510602
169,-0.21129528033751638
170,-0.06575435552722257
171,-0.0009981112307439455
172,0.21822141189995792
173,-0.10005358590070144
174,-0.20246738152799737
175,-0.009419354932332775
176,-0.09564315095838742
177,0.04211271819691287
178,-0.008304605577425055
179,0.0022850912802964024
180,-0.00377185603469392
181,-0.08801760466255068
182,-0.002629433115506363
183,-0.045301273497179585
184,0.11195137317723447
185,-0.006420718162059724
186,0.2443181020157338
187,0.019694702043904663
188,0.013323683251984865
189,0.09269824775644916
190,0.0017464836132974437
191,0.16976026835671496
192,0.14432144969806374
193,-0.16795941201162565
194,-0.004777273496230409
195,-0.004014941786215322
196,-0.1017305025775623
197,-0.004130809421107594
198,-0.003252456098398171
199,0.2363491018426207
200,0.12687102104095402
201,-0.003979620750242583
202,-0.0025748635102728957
203,0.24196208157438628
204,-0.006815058840758053
205,0.005208205836233799
206,-0.009058115437380651
207,-0.005617166678601395
208,-0.20749355776704212
209,0.0007985607942020238
210,-0.0036033818399878073
211,-0.04858098314391373
212,0.016709725683880027
213,-0.24431813871520733
214,0.08066222162896931
215,0.001984693740055174
216,0.18526129151503468
217,0.0017605065494958139
218,0.0920864437146514
219,-0.060167748142276656
220,0.0005863013964387121
221,-0.002274060025390104
222,0.002607205187477585
223,0.09364285304185217
224,0.06895835187853158
225,0.1024918194715955
226,0.009372048092646955
227,-0.007048567633774746
228,-0.134938615708014
229,0.108491688211462
230,0.004745731091712109
231,-0.07525191310172866
232,-0.04569923841491993
233,-0.11576205811102142
234,0.14940147699188475
235,0.15607922374836322
236,0.07708432023838303
237,-0.21175024213371063
238,-0.08902038716135711
239,-0.08707426270359993
240,-0.03322742651310452
241,0.03128274921164694
242,0.11139720032572038
243,-0.0433456901109374
244,-0.12975512284096977
245,-0.14530026817031758
246,-0.06863823026399414
247,0.07358929220562753
248,0.030037929586954563
249,-0.05875757979342218
250,0.07898901869785166
251,-0.16433340894713003
252,-0.06534408605133277
253,-0.000997763959216238
254,0.09307082159974364
255,0.05125734907083345
256,-0.24299095319407416
257,-0.009418492364189792
258,-0.030037674439347264
259,-0.02140160780215019
260,-0.008285218780270508
261,0.002283932829527783
262,-0.0037709909802264847
263,-0.05550529528727896
264,-0.0026295221364023976
265,-0.02757528556435435
266,0.16540557759666868
267,-0.006532072301773887
268,0.2235767626505856
269,-0.07935335195573963
270,0.043115754103580484
271,0.12341928394997304
272,0.0017343196113699542
273,0.14078286581122215
274,0.21317563663241293
275,-0.18481303065893617
276,-0.004778138510304129
277,-0.004015186771451127
278,-0.20349945853139495
279,-0.004129509659641709
280,-0.003253183002453302
281,0.3140115016763225
282,0.10323913494359965
283,-0.003973061474365525
284,-0.002581498745757076
285,0.2922418051845668
286,-0.046940096746865896
287,-0.00017705910903958376
288,-0.00897533261362597
289,-0.0057532236834419445
290,-0.11045436754159783
291,0.002628520690243719
292,-0.0036068430620330065
293,0.009463244202278238
294,-0.047618096357467596
295,-0.223576793385626
296,0.09965753263631712
297,0.001982804622692265
298,0.12060498725751963
299,0.013125734942372312
300,0.042537471239457926
301,-0.09747317494208874
302,-0.001127411514580518
303,-0.014839984691021922
304,0.0026041925200476538
305,0.0429024315243195
306,0.07387658522952956
307,0.037020241407303645
308,0.03361304301319045
309,0.043359945381202775
310,-0.07014494472179571
311,0.20095811978120182
312,-0.018433275138233993
313,-0.07323187223501533
314,-0.07428996865683325
315,-0.09249490155774977
316,0.011490366198710564
317,0.15607922374836322
318,0.017624806929360602
319,-0.1786991992976201
320,-0.08094167753517455
321,-0.07944609108265921
322,-0.12346059983870633
323,-0.046798029314023507
324,0.06421958231733566
325,0.022134552314535167
326,-0.11808888521035246
327,-0.13724813215182394
328,-0.06284198961379485
329,0.2600511216211246
330,-0.13457504453948588
331,-0.05001499175761279
332,0.24103255962734096
333,-0.14565670311496945
