,0,1,2,3,4,5
0,0.28125,0.3046875,0.2734375,0.265625,0.2265625,0.28125
1,0.2265625,0.203125,0.2421875,0.2578125,0.203125,0.203125
2,0.203125,0.1640625,0.171875,0.2421875,0.2265625,0.1640625
