,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
0,0.53125,0.4375,0.28125,0.296875,0.3125,0.4375,0.359375,0.328125,0.171875,0.09375,0.328125,0.484375,0.453125,0.015625,0.015625,0.34375,0.109375,0.203125,0.0625
1,0.1875,0.09375,0.046875,0.0625,0.03125,0.0,0.0,0.0,0.0625,0.171875,0.03125,0.0625,0.078125,0.015625,0.0,0.078125,0.078125,0.15625,0.125
2,0.078125,0.0625,0.0,0.078125,0.015625,0.03125,0.046875,0.1875,0.046875,0.03125,0.0,0.03125,0.03125,0.046875,0.078125,0.078125,0.046875,0.015625,0.02083333333333337
