,0
0,[0]
1,"[1.5082311048222345, 1.0361428030913173, 1.435383432954397, 1.1265255307698103, 0.9750211676732484, 1.1608704712233742, 1.1155760090694722, 0.8403010849502397, 0.8212307762753454, 0.873467850478544, 1.1648675649245175, 1.54998293944454]"
2,"[0.7895781657325978, 0.7467305771131694, 0.7558193859940049, 0.7640038319343244, 0.6425634431478565, 0.7710624287924637, 0.6949524629668384, 0.7904195687763635, 0.641511841261461, 0.3968505586223891, 0.18645847542778943, 0.12403727114394181]"
