,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
0,0.9641380654084978,1.1227271992538639,1.010834150634504,1.054877550071068,1.1850119744942011,1.0612046605762826,1.0604075442355163,0.9331944949683663,1.0809991465237867,0.9733390938073092,0.845468194518501,1.054811526451008,0.9622413379847261,1.0241518363247428,0.9599549592759885,1.0351410622373987,0.9933413219763425,1.1870879423169,1.02459559563232,0.9641699272251001,0.8772941136111366,0.9947551476288198,0.9900247756971875,0.9204180356509007
