,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33
0,1.0163972024277015,0.9302543417803903,0.8517410717894209,0.8113192008678197,0.7081552697038671,0.6793152870340967,0.5818988065049377,0.5721540542384251,0.6764352887137055,0.533846215333732,0.5612253463422687,0.6155202281268011,0.5494241828891528,0.6551316464495172,0.5766056629895028,0.5472576056462488,0.405213506989439,0.5177157401424987,0.4662987438896756,0.6168956433908985,0.42002196664736213,0.34871378862652225,0.3816004050754672,0.4099290354840811,0.4848273195598081,0.5818860806678451,0.5343005798311191,0.3244266965855791,0.4527985864519237,0.5009668151333534,0.456240464853465,0.5261634946606806,0.38487417396252177,0.5780770279027513
